Directory,File,Validation,Id,Id_avantvalidation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,Machine,Projet
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150709_232032_474.wav,P. Nyssen,Eptser,ENVsp,Main,ENVsp,10,Eptser,2,2015,7,9,23,20,9/07/2015,23:20,9/07/2015,SM2BAT1,15,24,275,10,1,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150709_233619_816.wav,P. Nyssen,Pipnat,Pipnat,Main,Pip35,10,Pipnat,7,2015,7,9,23,36,9/07/2015,23:36,9/07/2015,SM2BAT1,7,38,179,6,4,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_035556_108.wav,P. Nyssen,ChiroSp,ChiroSp,Main,Myosp,1,Myobra,1,2015,7,10,3,55,10/07/2015,3:55,9/07/2015,SM2BAT1,18,50,166,3,0,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150709_231432_761.wav,P. Nyssen,Myosp,Myosp,Secondary,Myosp,6,Myodas,0,2015,7,9,23,14,9/07/2015,23:14,9/07/2015,SM2BAT1,2,36,35,5,2,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150709_235703_625.wav,P. Nyssen,Myosp,ChiroSp,Secondary,Myosp,4,Myodas,4,2015,7,9,23,57,9/07/2015,23:57,9/07/2015,SM2BAT1,2,32,0,3,2,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_001636_841.wav,P. Nyssen,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,7,10,0,16,10/07/2015,0:16,9/07/2015,SM2BAT1,16,27,246,10,1,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_001641_842.wav,P. Nyssen,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,4,2015,7,10,0,16,10/07/2015,0:16,9/07/2015,SM2BAT1,3,26,0,8,0,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_003742_678.wav,P. Nyssen,Plesp,Plesp,Main,Plesp,6,Pleaus,2,2015,7,10,0,37,10/07/2015,0:37,9/07/2015,SM2BAT1,13,28,301,6,0,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_022800_856.wav,P. Nyssen,Myodau,Myosp,Main,Myosp,8,Myodau,3,2015,7,10,2,28,10/07/2015,2:28,9/07/2015,SM2BAT1,17,41,45,4,2,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_040752_086.wav,P. Nyssen,Myomys,Myosp,Main,Myosp,10,Myomys,3,2015,7,10,4,7,10/07/2015,4:07,9/07/2015,SM2BAT1,39,69,84,4,0,0,H. Vandewalle,"Le Long de l'Escaut, au niveau de Léaucourt ",Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_225739_422.wav,P. Nyssen,Eptser,ENVsp,Main,ENVsp,10,Eptser,4,2015,7,10,22,57,10/07/2015,22:57,10/07/2015,SM2BAT1,27,25,157,10,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_225754_424.wav,P. Nyssen,Eptser,ENVsp,Main,ENVsp,10,Eptser,4,2015,7,10,22,57,10/07/2015,22:57,10/07/2015,SM2BAT1,18,24,166,9,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_230339_592.wav,P. Nyssen,ENVsp,ChiroSp,Main,ENVsp,2,Nyclei,1,2015,7,10,23,3,10/07/2015,23:03,10/07/2015,SM2BAT1,2,23,0,5,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_230814_620.wav,P. Nyssen,ChiroSp,ChiroSp,Main,ENVsp,0,Nyclei,0,2015,7,10,23,8,10/07/2015,23:08,10/07/2015,SM2BAT1,3,26,164,5,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_230948_661.wav,P. Nyssen,ENVsp,ENVsp,Main,ENVsp,6,Nyclei,2,2015,7,10,23,9,10/07/2015,23:09,10/07/2015,SM2BAT1,7,24,175,6,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_232104_967.wav,P. Nyssen,Eptser,ENVsp,Main,ENVsp,10,Eptser,4,2015,7,10,23,21,10/07/2015,23:21,10/07/2015,SM2BAT1,21,24,183,10,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_232109_968.wav,P. Nyssen,ENVsp,ChiroSp,Main,ENVsp,0,Nyclei,0,2015,7,10,23,21,10/07/2015,23:21,10/07/2015,SM2BAT1,3,23,0,6,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_235053_494.wav,P. Nyssen,Pip50,Pip50,Main,Pip50,10,Pippyg,2,2015,7,10,23,50,10/07/2015,23:50,10/07/2015,SM2BAT1,2,48,0,4,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_015721_570.wav,P. Nyssen,Myosp,Myosp,Main,Myosp,8,Myoalc,3,2015,7,11,1,57,11/07/2015,1:57,10/07/2015,SM2BAT1,20,53,77,2,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_020155_714.wav,P. Nyssen,Myonat,Myosp,Main,Myosp,7,Myoalc,0,2015,7,11,2,1,11/07/2015,2:01,10/07/2015,SM2BAT1,23,64,93,2,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_015113_873.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,0,Myobec,0,2015,7,11,1,51,11/07/2015,1:51,10/07/2015,SM2BAT1,22,39,104,3,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_235903_040.wav,P. Nyssen,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,7,10,23,59,10/07/2015,23:59,10/07/2015,SM2BAT1,24,27,138,8,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_235908_041.wav,P. Nyssen,ENVsp,ChiroSp,Main,ENVsp,4,Vesmur,2,2015,7,10,23,59,10/07/2015,23:59,10/07/2015,SM2BAT1,3,27,0,5,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_014507_664.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,2,Myobra,0,2015,7,11,1,45,11/07/2015,1:45,10/07/2015,SM2BAT1,14,47,65,2,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_015344_670.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,2,Myobra,0,2015,7,11,1,53,11/07/2015,1:53,10/07/2015,SM2BAT1,28,49,0,2,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_021437_325.wav,P. Nyssen,Myosp,Myosp,Main,Myosp,7,Myobra,0,2015,7,11,2,14,11/07/2015,2:14,10/07/2015,SM2BAT1,45,51,95,3,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_235406_086.wav,P. Nyssen,Myodas,ChiroSp,Main,Myosp,2,Myodas,1,2015,7,10,23,54,10/07/2015,23:54,10/07/2015,SM2BAT1,24,38,87,4,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_004651_167.wav,P. Nyssen,Myodas,ChiroSp,Main,Myosp,2,Myodas,0,2015,7,11,0,46,11/07/2015,0:46,10/07/2015,SM2BAT1,15,35,95,4,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_021825_862.wav,P. Nyssen,ChiroSp,ChiroSp,Main,Myosp,1,Myodas,1,2015,7,11,2,18,11/07/2015,2:18,10/07/2015,SM2BAT1,8,35,94,3,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150710_235630_682.wav,P. Nyssen,Myodau,ChiroSp,Main,Myosp,2,Myodau,1,2015,7,10,23,56,10/07/2015,23:56,10/07/2015,SM2BAT1,42,41,57,2,3,2,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_012252_176.wav,P. Nyssen,Myodau,ChiroSp,Main,Myosp,5,Myodau,0,2015,7,11,1,22,11/07/2015,1:22,10/07/2015,SM2BAT1,38,41,58,2,3,4,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_023444_586.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,2,Myodau,2,2015,7,11,2,34,11/07/2015,2:34,10/07/2015,SM2BAT1,10,40,0,3,2,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_033953_088.wav,P. Nyssen,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,7,11,3,39,11/07/2015,3:39,10/07/2015,SM2BAT1,14,25,101,9,2,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_041711_940.wav,P. Nyssen,Pipnat,Pipnat,Main,Pip35,10,Pipnat,7,2015,7,11,4,17,11/07/2015,4:17,10/07/2015,SM2BAT1,17,40,208,5,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_033324_620.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,1,Myodau,0,2015,7,11,3,33,11/07/2015,3:33,10/07/2015,SM2BAT1,39,41,47,3,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_045407_885.wav,P. Nyssen,Nycnoc,Nycnoc,Main,ENVsp,10,Nycnoc,7,2015,7,11,4,54,11/07/2015,4:54,10/07/2015,SM2BAT1,25,23,149,10,2,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_045412_886.wav,P. Nyssen,Nycnoc,ENVsp,Main,ENVsp,10,Nycnoc,3,2015,7,11,4,54,11/07/2015,4:54,10/07/2015,SM2BAT1,27,25,132,10,5,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150711_045417_886.wav,P. Nyssen,Nycnoc,ENVsp,Main,ENVsp,9,Eptser,1,2015,7,11,4,54,11/07/2015,4:54,10/07/2015,SM2BAT1,21,26,0,8,6,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Pecq ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150712_015106_046.wav,P. Nyssen,ChiroSp,Myosp,Main,Myosp,6,Myodau,1,2015,7,12,1,51,12/07/2015,1:51,11/07/2015,SM2BAT1,9,41,97,2,0,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Warcoing ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150712_015312_996.wav,P. Nyssen,Pipnat,Pipnat,Main,Pip35,10,Pipnat,7,2015,7,12,1,53,12/07/2015,1:53,11/07/2015,SM2BAT1,11,39,112,6,2,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Warcoing ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
C:/Users/stagiaire2/Desktop/Data/Pierrette_dataEscaut20150722/,SM2BAT1_0_20150712_024903_354.wav,P. Nyssen,ChiroSp,ChiroSp,Main,Myosp,4,Myodau,0,2015,7,12,2,49,12/07/2015,2:49,11/07/2015,SM2BAT1,4,47,53,2,1,0,H. Vandewalle,"Le long de l'Escaut, au niveau de Warcoing ",Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)",SM2-1,Plecotus Natura 2000
