Directory,File,Validation,Id,Id_avantvalidation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,Machine,Projet
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_013210_936.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,1,32,5/06/2014,1:32,4/06/2014,LIFEB_0,9,94,47,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_014114_438.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,9,2014,6,5,1,41,5/06/2014,1:41,4/06/2014,LIFEB_0,8,82,0,8,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_014141_912.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,1,41,5/06/2014,1:41,4/06/2014,LIFEB_0,15,81,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_014141_912.wav,A. Mazurie,Rhihip,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,1,41,5/06/2014,1:41,4/06/2014,LIFEB_0,6,101,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_014148_256.wav,P. Nyssen,Rhifer,Rhisp,Main,Rhisp,10,Rhifer,5,2014,6,5,1,41,5/06/2014,1:41,4/06/2014,LIFEB_0,33,83,0,9,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_014159_056.wav,A. Mazurie,Rhifer,Rhihip,Main,Rhisp,10,Rhihip,6,2014,6,5,1,41,5/06/2014,1:41,4/06/2014,LIFEB_0,3,83,0,5,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_014304_000.wav,P. Nyssen,Rhifer,Rhisp,Main,Rhisp,7,Rhihip,4,2014,6,5,1,43,5/06/2014,1:43,4/06/2014,LIFEB_0,1,83,0,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_020043_799.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,2,0,5/06/2014,2:00,4/06/2014,LIFEB_0,12,106,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_020534_180.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,2,5,5/06/2014,2:05,4/06/2014,LIFEB_0,44,93,0,8,1,1,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_021931_651.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,2,19,5/06/2014,2:19,4/06/2014,LIFEB_0,8,71,0,7,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_024859_458.wav,A. Mazurie,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,9,2014,6,5,2,48,5/06/2014,2:48,4/06/2014,LIFEB_0,45,82,0,9,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_024859_458.wav,A. Mazurie,parasi,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,2,48,5/06/2014,2:48,4/06/2014,LIFEB_0,5,83,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_024910_404.wav,A. Mazurie,Rhifer,Rhihip,Main,Rhisp,10,Rhihip,8,2014,6,5,2,49,5/06/2014,2:49,4/06/2014,LIFEB_0,21,83,100,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_024925_488.wav,A. Mazurie,parasi,Rhihip,Main,Rhisp,10,Rhihip,8,2014,6,5,2,49,5/06/2014,2:49,4/06/2014,LIFEB_0,15,83,76,10,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_024925_488.wav,A. Mazurie,Rhifer,Rhifer,Secondary,Rhisp,10,Rhifer,10,2014,6,5,2,49,5/06/2014,2:49,4/06/2014,LIFEB_0,4,70,1,10,3,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_024954_827.wav,P. Nyssen,Rhifer,Rhisp,Main,Rhisp,10,Rhifer,5,2014,6,5,2,49,5/06/2014,2:49,4/06/2014,LIFEB_0,11,82,70,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_031849_347.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,3,18,5/06/2014,3:18,4/06/2014,LIFEB_0,4,101,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033159_647.wav,A. Mazurie,Rhihip,ChiroSp,Main,Rhisp,1,Rhihip,1,2014,6,5,3,31,5/06/2014,3:31,4/06/2014,LIFEB_0,4,47,98,5,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033252_008.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,3,32,5/06/2014,3:32,4/06/2014,LIFEB_0,10,107,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033514_850.wav,,Myosp,Myosp,Main,Myosp,7,Myobra,1,2014,6,5,3,35,5/06/2014,3:35,4/06/2014,LIFEB_0,10,56,54,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033518_058.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,1,2014,6,5,3,35,5/06/2014,3:35,4/06/2014,LIFEB_0,27,57,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033523_678.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,2,2014,6,5,3,35,5/06/2014,3:35,4/06/2014,LIFEB_0,17,55,91,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033528_922.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,1,2014,6,5,3,35,5/06/2014,3:35,4/06/2014,LIFEB_0,21,57,71,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033533_750.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,2,2014,6,5,3,35,5/06/2014,3:35,4/06/2014,LIFEB_0,14,53,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_033945_780.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,3,39,5/06/2014,3:39,4/06/2014,LIFEB_0,1,107,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034412_174.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,3,44,5/06/2014,3:44,4/06/2014,LIFEB_0,3,106,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034427_957.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,3,44,5/06/2014,3:44,4/06/2014,LIFEB_0,32,106,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034619_837.wav,,Myosp,Myosp,Main,Myosp,9,Myoema,3,2014,6,5,3,46,5/06/2014,3:46,4/06/2014,LIFEB_0,4,56,71,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034623_637.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myobra,1,2014,6,5,3,46,5/06/2014,3:46,4/06/2014,LIFEB_0,4,53,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034629_085.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myobra,3,2014,6,5,3,46,5/06/2014,3:46,4/06/2014,LIFEB_0,6,57,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034634_351.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,1,2014,6,5,3,46,5/06/2014,3:46,4/06/2014,LIFEB_0,3,53,0,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034645_155.wav,,Myosp,Myosp,Main,Myosp,7,Myobra,3,2014,6,5,3,46,5/06/2014,3:46,4/06/2014,LIFEB_0,23,56,72,3,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034652_132.wav,,Myosp,Myosp,Main,Myosp,7,Myobra,0,2014,6,5,3,46,5/06/2014,3:46,4/06/2014,LIFEB_0,14,56,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034655_263.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,0,2014,6,5,3,46,5/06/2014,3:46,4/06/2014,LIFEB_0,17,54,0,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034700_264.wav,,ChiroSp,ChiroSp,Main,Myosp,2,Myoema,0,2014,6,5,3,47,5/06/2014,3:47,4/06/2014,LIFEB_0,5,53,160,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034706_902.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,0,2014,6,5,3,47,5/06/2014,3:47,4/06/2014,LIFEB_0,7,56,0,1,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034711_521.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,0,2014,6,5,3,47,5/06/2014,3:47,4/06/2014,LIFEB_0,9,54,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_034719_592.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,1,2014,6,5,3,47,5/06/2014,3:47,4/06/2014,LIFEB_0,8,58,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_035109_288.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,3,2014,6,5,3,51,5/06/2014,3:51,4/06/2014,LIFEB_0,17,55,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_035113_794.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,3,2014,6,5,3,51,5/06/2014,3:51,4/06/2014,LIFEB_0,19,53,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_035118_500.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myobra,0,2014,6,5,3,51,5/06/2014,3:51,4/06/2014,LIFEB_0,9,53,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_035123_316.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,0,2014,6,5,3,51,5/06/2014,3:51,4/06/2014,LIFEB_0,16,53,72,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_035141_679.wav,A. Mazurie,Myoalc,Myosp,Main,Myosp,10,Myoema,4,2014,6,5,3,51,5/06/2014,3:51,4/06/2014,LIFEB_0,6,56,90,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040000_245.wav,,Myosp,Myosp,Main,Myosp,7,Myobra,0,2014,6,5,4,0,5/06/2014,4:00,4/06/2014,LIFEB_0,13,53,69,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040003_756.wav,A. Mazurie,Myomys,Myosp,Main,Myosp,7,Myomys,1,2014,6,5,4,0,5/06/2014,4:00,4/06/2014,LIFEB_0,14,56,66,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040007_075.wav,,Myosp,Myosp,Main,Myosp,6,Myobra,1,2014,6,5,4,0,5/06/2014,4:00,4/06/2014,LIFEB_0,19,53,76,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040011_478.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,0,2014,6,5,4,0,5/06/2014,4:00,4/06/2014,LIFEB_0,22,55,69,1,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040015_848.wav,,Myosp,Myosp,Main,Myosp,6,Myobra,0,2014,6,5,4,0,5/06/2014,4:00,4/06/2014,LIFEB_0,25,53,0,2,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040020_692.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,0,2014,6,5,4,0,5/06/2014,4:00,4/06/2014,LIFEB_0,11,57,0,2,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040156_144.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,4,1,5/06/2014,4:01,4/06/2014,LIFEB_0,9,95,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_040524_671.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,4,5,5/06/2014,4:05,4/06/2014,LIFEB_0,87,101,0,8,4,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_041359_904.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,4,13,5/06/2014,4:13,4/06/2014,LIFEB_0,56,47,26,7,2,1,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_042310_462.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,4,23,5/06/2014,4:23,4/06/2014,LIFEB_0,1,107,0,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_043528_006.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,4,35,5/06/2014,4:35,4/06/2014,LIFEB_0,8,98,0,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_043553_030.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,4,35,5/06/2014,4:35,4/06/2014,LIFEB_0,7,105,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_043603_368.wav,,Rhihip,Rhihip,Main,Rhisp,8,Rhihip,8,2014,6,5,4,36,5/06/2014,4:36,4/06/2014,LIFEB_0,4,104,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044849_116.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,4,48,5/06/2014,4:48,4/06/2014,LIFEB_0,30,81,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044853_249.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,4,48,5/06/2014,4:48,4/06/2014,LIFEB_0,51,82,0,7,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044855_646.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,7,2014,6,5,4,48,5/06/2014,4:48,4/06/2014,LIFEB_0,44,82,9,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044855_646.wav,,Rhihip,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,4,48,5/06/2014,4:48,4/06/2014,LIFEB_0,8,83,6,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044912_709.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,7,2014,6,5,4,49,5/06/2014,4:49,4/06/2014,LIFEB_0,103,82,0,8,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044912_709.wav,,Rhihip,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,4,49,5/06/2014,4:49,4/06/2014,LIFEB_0,8,83,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044917_710.wav,,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,4,49,5/06/2014,4:49,4/06/2014,LIFEB_0,6,83,0,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044928_112.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,4,49,5/06/2014,4:49,4/06/2014,LIFEB_0,9,81,15,7,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044931_502.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,7,2014,6,5,4,49,5/06/2014,4:49,4/06/2014,LIFEB_0,94,82,0,8,2,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_044931_502.wav,,Rhihip,Rhihip,Secondary,Rhisp,10,Rhihip,10,2014,6,5,4,49,5/06/2014,4:49,4/06/2014,LIFEB_0,13,83,0,6,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_045259_930.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,4,52,5/06/2014,4:52,4/06/2014,LIFEB_0,19,82,0,8,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_045634_530.wav,,Rhifer,Rhifer,Main,Rhisp,10,Rhifer,10,2014,6,5,4,56,5/06/2014,4:56,4/06/2014,LIFEB_0,16,81,0,8,1,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_052345_421.wav,A. Mazurie,Rhihip,Rhihip,Main,Rhisp,10,Rhihip,10,2014,6,5,5,23,5/06/2014,5:23,4/06/2014,LIFEB_0,8,104,37,9,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_215728_838.wav,,ChiroSp,ChiroSp,Main,Myosp,3,Myobra,1,2014,6,5,21,57,5/06/2014,21:57,5/06/2014,LIFEB_0,7,52,0,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_215732_782.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myomys,0,2014,6,5,21,57,5/06/2014,21:57,5/06/2014,LIFEB_0,38,54,0,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_215737_783.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myobra,1,2014,6,5,21,57,5/06/2014,21:57,5/06/2014,LIFEB_0,13,51,105,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
G:/SM2 Trou Picot Intérieur/,LIFEB_0_20140605_215745_402.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,1,2014,6,5,21,57,5/06/2014,21:57,5/06/2014,LIFEB_0,19,56,83,3,0,0,P. Nyssen,Trou Picot - entrée,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,SM2-B,Divers Plecotus
