Directory,File,Id-avant-validation,Id,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,SM2,Validation,Machine,Projet,Commentaires
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225420_306.wav,Plesp,Plesp,Secondary,Plesp,6,Pleaus,3,2013,10,2,22,54,2/10/2013,22:54,2/10/2013,0,2,27,0,4,4,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225425_306.wav,ChiroSp,ChiroSp,Main,Plesp,3,Pleaur,3,2013,10,2,22,54,2/10/2013,22:54,2/10/2013,0,1,28,0,6,9,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225426_636.wav,Pleaur,Pleaur,Main,Plesp,6,Pleaur,6,2013,10,2,22,54,2/10/2013,22:54,2/10/2013,0,15,31,0,4,7,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225426_636.wav,ChiroSp,ChiroSp,Secondary,Myosp,1,Myonat,1,2013,10,2,22,54,2/10/2013,22:54,2/10/2013,0,2,52,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225503_226.wav,Myosp,Myosp,Main,Myosp,8,Myoema,2,2013,10,2,22,55,2/10/2013,22:55,2/10/2013,0,63,56,0,2,1,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225510_634.wav,ChiroSp,ChiroSp,Main,Myosp,4,Myoema,3,2013,10,2,22,55,2/10/2013,22:55,2/10/2013,0,7,64,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225516_938.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,2,2013,10,2,22,55,2/10/2013,22:55,2/10/2013,0,23,60,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225521_067.wav,Myosp,Myosp,Main,Myosp,9,Myoema,4,2013,10,2,22,55,2/10/2013,22:55,2/10/2013,0,47,62,65,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225526_068.wav,Myosp,Myosp,Main,Myosp,6,Myoema,3,2013,10,2,22,55,2/10/2013,22:55,2/10/2013,0,5,53,40,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225530_639.wav,ChiroSp,ChiroSp,Main,Myosp,2,Myoema,2,2013,10,2,22,55,2/10/2013,22:55,2/10/2013,0,2,94,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225535_306.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,3,2013,10,2,22,55,2/10/2013,22:55,2/10/2013,0,28,66,37,4,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225604_116.wav,Plesp,Plesp,Main,Plesp,10,Pleaur,0,2013,10,2,22,56,2/10/2013,22:56,2/10/2013,0,9,29,84,6,5,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225627_707.wav,Myosp,Myosp,Main,Myosp,6,Myoema,2,2013,10,2,22,56,2/10/2013,22:56,2/10/2013,0,70,59,0,3,5,2,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225627_707.wav,Plesp,Plesp,Secondary,Plesp,6,Pleaur,2,2013,10,2,22,56,2/10/2013,22:56,2/10/2013,0,9,29,0,6,6,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225632_708.wav,Myosp,Myosp,Main,Myosp,6,Myoema,1,2013,10,2,22,56,2/10/2013,22:56,2/10/2013,0,67,59,0,2,3,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225704_000.wav,Plesp,Plesp,Main,Plesp,10,Pleaus,2,2013,10,2,22,57,2/10/2013,22:57,2/10/2013,0,4,26,375,6,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_225803_137.wav,Myosp,Myosp,Main,Myosp,9,Myoalc,0,2013,10,2,22,58,2/10/2013,22:58,2/10/2013,0,41,52,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_230109_794.wav,Myosp,Myosp,Main,Myosp,10,Myoema,0,2013,10,2,23,1,2/10/2013,23:01,2/10/2013,0,61,50,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_230335_830.wav,Myosp,Myosp,Main,Myosp,7,Myoalc,1,2013,10,2,23,3,2/10/2013,23:03,2/10/2013,0,73,60,0,2,1,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_230340_830.wav,ChiroSp,ChiroSp,Main,Myosp,2,Myoema,1,2013,10,2,23,3,2/10/2013,23:03,2/10/2013,0,8,53,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_230724_782.wav,Myosp,Myosp,Main,Myosp,8,Myobra,1,2013,10,2,23,7,2/10/2013,23:07,2/10/2013,0,15,51,0,4,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_230724_782.wav,Plesp,Plesp,Secondary,Plesp,10,Pleaus,1,2013,10,2,23,7,2/10/2013,23:07,2/10/2013,0,3,28,0,6,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_230749_755.wav,ChiroSp,ChiroSp,Main,Plesp,1,Pleaus,1,2013,10,2,23,7,2/10/2013,23:07,2/10/2013,0,18,29,35,6,10,2,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_230749_755.wav,Myosp,Myosp,Secondary,Myosp,6,Myobra,0,2013,10,2,23,7,2/10/2013,23:07,2/10/2013,0,11,50,95,3,5,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_231439_128.wav,Myosp,Myosp,Main,Myosp,6,Myoema,1,2013,10,2,23,14,2/10/2013,23:14,2/10/2013,0,6,62,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_231458_312.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,2,2013,10,2,23,14,2/10/2013,23:14,2/10/2013,0,3,59,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_231501_499.wav,Myosp,Myosp,Main,Myosp,6,Myoalc,0,2013,10,2,23,15,2/10/2013,23:15,2/10/2013,0,2,50,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_231606_422.wav,ChiroSp,ChiroSp,Main,Myosp,3,Myoema,0,2013,10,2,23,16,2/10/2013,23:16,2/10/2013,0,1,54,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_231622_152.wav,ChiroSp,ChiroSp,Main,Myosp,3,Myoema,1,2013,10,2,23,16,2/10/2013,23:16,2/10/2013,0,6,53,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_231630_887.wav,Myosp,Myosp,Main,Myosp,10,Myoema,3,2013,10,2,23,16,2/10/2013,23:16,2/10/2013,0,9,55,82,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232010_017.wav,Myonat,Myonat,Main,Myosp,6,Myonat,6,2013,10,2,23,20,2/10/2013,23:20,2/10/2013,0,5,29,69,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232039_951.wav,ChiroSp,ChiroSp,Main,Plesp,4,Pleaur,4,2013,10,2,23,20,2/10/2013,23:20,2/10/2013,0,18,37,68,3,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232044_244.wav,ChiroSp,ChiroSp,Main,Plesp,0,Pleaur,0,2013,10,2,23,20,2/10/2013,23:20,2/10/2013,0,37,37,23,3,6,8,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232112_758.wav,ChiroSp,ChiroSp,Main,Plesp,5,Pleaur,5,2013,10,2,23,21,2/10/2013,23:21,2/10/2013,0,14,38,86,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232217_808.wav,Myonat,Myonat,Main,Myosp,8,Myonat,8,2013,10,2,23,22,2/10/2013,23:22,2/10/2013,0,19,51,41,0,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232244_866.wav,Myosp,Myosp,Main,Myosp,10,Myonat,2,2013,10,2,23,22,2/10/2013,23:22,2/10/2013,0,26,56,109,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232249_867.wav,Pleaur,Pleaur,Main,Plesp,6,Pleaur,6,2013,10,2,23,22,2/10/2013,23:22,2/10/2013,0,38,39,63,4,5,2,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232249_867.wav,Myosp,Myosp,Secondary,Myosp,7,Myonat,3,2013,10,2,23,22,2/10/2013,23:22,2/10/2013,0,8,39,48,4,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232254_868.wav,ChiroSp,ChiroSp,Main,Plesp,3,Pleaur,0,2013,10,2,23,22,2/10/2013,23:22,2/10/2013,0,1,39,0,3,4,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232304_005.wav,Myosp,Myosp,Main,Myosp,10,Myonat,1,2013,10,2,23,23,2/10/2013,23:23,2/10/2013,0,3,51,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232704_000.wav,Myosp,Myosp,Main,Myosp,10,Myonat,4,2013,10,2,23,27,2/10/2013,23:27,2/10/2013,0,10,51,156,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232721_503.wav,ChiroSp,ChiroSp,Main,Plesp,2,Pleaur,2,2013,10,2,23,27,2/10/2013,23:27,2/10/2013,0,3,31,0,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232726_333.wav,ChiroSp,ChiroSp,Main,Plesp,4,Pleaur,4,2013,10,2,23,27,2/10/2013,23:27,2/10/2013,0,25,37,53,3,4,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232749_738.wav,ChiroSp,ChiroSp,Main,Myosp,3,Myobra,1,2013,10,2,23,27,2/10/2013,23:27,2/10/2013,0,5,50,0,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_232759_910.wav,Myosp,Myosp,Main,Myosp,8,Myomys,0,2013,10,2,23,27,2/10/2013,23:27,2/10/2013,0,8,51,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233228_117.wav,Myonat,Myonat,Main,Myosp,7,Myonat,7,2013,10,2,23,32,2/10/2013,23:32,2/10/2013,0,18,30,0,3,2,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233232_254.wav,Myonat,Myonat,Main,Myosp,7,Myonat,7,2013,10,2,23,32,2/10/2013,23:32,2/10/2013,0,8,29,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233241_449.wav,Myosp,Myosp,Main,Myosp,10,Myonat,4,2013,10,2,23,32,2/10/2013,23:32,2/10/2013,0,16,60,86,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233246_450.wav,ChiroSp,ChiroSp,Main,Myosp,2,Myoema,0,2013,10,2,23,32,2/10/2013,23:32,2/10/2013,0,11,60,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233250_795.wav,Myosp,Myosp,Main,Myosp,7,Myobra,1,2013,10,2,23,32,2/10/2013,23:32,2/10/2013,0,1,60,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233253_397.wav,Myosp,Myosp,Main,Myosp,7,Myonat,5,2013,10,2,23,32,2/10/2013,23:32,2/10/2013,0,4,65,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233256_798.wav,Myosp,Myosp,Main,Myosp,6,Myoema,0,2013,10,2,23,32,2/10/2013,23:32,2/10/2013,0,5,53,0,1,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233454_859.wav,Myosp,Myosp,Main,Myosp,9,Myoema,1,2013,10,2,23,34,2/10/2013,23:34,2/10/2013,0,56,52,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233624_843.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,2,2013,10,2,23,36,2/10/2013,23:36,2/10/2013,0,44,58,0,1,1,2,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233725_686.wav,Myosp,Myosp,Main,Myosp,9,Myoema,2,2013,10,2,23,37,2/10/2013,23:37,2/10/2013,0,28,57,75,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233730_686.wav,Myosp,Myosp,Main,Myosp,8,Myoema,1,2013,10,2,23,37,2/10/2013,23:37,2/10/2013,0,5,50,65,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233740_592.wav,Myosp,Myosp,Main,Myosp,8,Myoema,1,2013,10,2,23,37,2/10/2013,23:37,2/10/2013,0,33,50,47,1,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233744_942.wav,Myosp,Myosp,Main,Myosp,8,Myoema,0,2013,10,2,23,37,2/10/2013,23:37,2/10/2013,0,78,54,0,2,3,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233749_943.wav,Myosp,Myosp,Main,Myosp,6,Myonat,5,2013,10,2,23,37,2/10/2013,23:37,2/10/2013,0,9,52,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233800_969.wav,Myosp,Myosp,Main,Myosp,8,Myoema,0,2013,10,2,23,38,2/10/2013,23:38,2/10/2013,0,69,51,0,2,4,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233805_970.wav,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,0,2013,10,2,23,38,2/10/2013,23:38,2/10/2013,0,17,51,36,1,3,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233823_270.wav,Myonat,Myonat,Main,Myosp,6,Myonat,6,2013,10,2,23,38,2/10/2013,23:38,2/10/2013,0,3,52,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233826_642.wav,Myosp,Myosp,Main,Myosp,7,Myoema,1,2013,10,2,23,38,2/10/2013,23:38,2/10/2013,0,69,51,0,2,3,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233831_642.wav,Myosp,Myosp,Main,Myosp,8,Myoema,0,2013,10,2,23,38,2/10/2013,23:38,2/10/2013,0,28,53,0,2,1,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233909_327.wav,Myosp,Myosp,Main,Myosp,6,Myoema,1,2013,10,2,23,39,2/10/2013,23:39,2/10/2013,0,5,53,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_233943_913.wav,Myosp,Myosp,Main,Myosp,7,Myoema,0,2013,10,2,23,39,2/10/2013,23:39,2/10/2013,0,39,55,0,1,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234004_446.wav,Myonat,Myonat,Main,Myosp,9,Myonat,9,2013,10,2,23,40,2/10/2013,23:40,2/10/2013,0,3,28,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234024_058.wav,Myosp,Myosp,Main,Myosp,10,Myomys,0,2013,10,2,23,40,2/10/2013,23:40,2/10/2013,0,38,50,83,3,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234128_731.wav,Myosp,Myosp,Main,Myosp,7,Myoema,0,2013,10,2,23,41,2/10/2013,23:41,2/10/2013,0,22,57,44,1,1,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234201_704.wav,ChiroSp,ChiroSp,Main,Myosp,3,Myomys,0,2013,10,2,23,42,2/10/2013,23:42,2/10/2013,0,3,50,0,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234206_210.wav,Myosp,Myosp,Main,Myosp,6,Myoema,2,2013,10,2,23,42,2/10/2013,23:42,2/10/2013,0,7,59,0,0,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234247_732.wav,Myosp,Myosp,Main,Myosp,10,Myoema,1,2013,10,2,23,42,2/10/2013,23:42,2/10/2013,0,21,59,62,1,0,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234303_399.wav,Myosp,Myosp,Main,Myosp,10,Myonat,4,2013,10,2,23,43,2/10/2013,23:43,2/10/2013,0,6,54,69,2,0,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234330_368.wav,Myosp,Myosp,Main,Myosp,7,Myoema,2,2013,10,2,23,43,2/10/2013,23:43,2/10/2013,0,48,59,44,2,3,1,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234334_583.wav,Pleaur,Pleaur,Main,Plesp,6,Pleaur,6,2013,10,2,23,43,2/10/2013,23:43,2/10/2013,0,6,31,0,4,5,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
G:/SM2B - OrpJauche - CavesPahaut/,0_20131002_234403_881.wav,Myosp,Myosp,Main,Myosp,8,Myoema,2,2013,10,2,23,44,2/10/2013,23:44,2/10/2013,0,46,54,55,4,3,0,D. Lafontaine,Caves Pahaut,"Cavité - carrière, mine et grotte","Route (induré, circulation véhicule rapide)",,,SM2-B,Divers Plecotus,
